pattern_name;Q1;Q10;Q12;Q13;Q14;Q18;Q19;Q3;Q4;Q5;Q6;Q7;Q8;Q9
Aggregate_Gather_Merge_Outer;;;1.7205025483820282;;;;;;1.2028890354941866;;;1.5310294533273479;1.7485018165545276;
Aggregate_Gather_Outer;;;;;11.445724153957224;;8.255500487599797;7.341996179399827;;;14.211895759789488;;;27.346021080364114
Aggregate_Hash_Join_Outer;;;;1.7812331519037081;8.19981937824467;;4.175706057823712;;;;;;;28.03855517876894
Aggregate_Index_Scan_Outer;;;;;;0.5262733269605148;;;;;;;;
Aggregate_Seq_Scan_Outer;2.926938408630687;;;;;;;;;;2.4504434240685726;;;
Aggregate_Sort_Outer;;;1.2277951924119812;;;;;;;;;;;
Gather_Aggregate_Outer;;;;;;;;;;;;;;23.44008536259621
Gather_Hash_Join_Outer;;6.820117409213072;;;;;;;;;;;;
Gather_Merge_Aggregate_Outer;;;;;;;;;;2.669223720318803;;;;
Gather_Merge_Incremental_Sort_Outer;;;;;;0.5579431475785813;;;;;;;;
Gather_Merge_Sort_Outer;10.888352474109473;;;;;;;;;;;;;
Hash_Hash_Join_Outer;;;;;;;;;;3228.537874610963;;95.39500214777534;2272.692385865583;42.298943595059455
Hash_Index_Only_Scan_Outer;;;;5.71141521793879;;;;;;;;;;
Hash_Join_Seq_Scan_Outer_Hash_Inner;;;;;;90.1487040703017;;;;;;;;
Hash_Seq_Scan_Outer;;385.7431230409711;;;3.0217913436194506;;3.432473796151789;4.160850643976517;;64.59861605635678;;1006.7706624235469;274.9385248571221;58.23394801504656
Limit_Sort_Outer;;;;;;;;61.2095588142459;;;;;;
Nested_Loop_Hash_Join_Outer_Index_Scan_Inner;;;;;;;;7.816581722303588;;6.10777093509716;;8.162119426421008;6.40230619613235;23.954357844340393
Nested_Loop_Merge_Join_Outer_Index_Scan_Inner;;;;;;0.6167682619286767;;;;;;;;
Nested_Loop_Seq_Scan_Outer_Index_Scan_Inner;;25.20102492157605;5.16393661705051;;;;;;56.165380079136916;;;;;20.888631906012574
Sort_Aggregate_Outer;;1.5180025484814406;;12.591546664631242;;53.51603316058231;;;1.3818848471336627;1.3456849517232468;;;;5.377977285804338
Sort_Hash_Join_Outer;;;;;;;;;;11.688883375321257;;1.4366942943484828;1.2459823774129921;
Sort_Seq_Scan_Outer;;;;;;2.3689473057201624;;;;;;;;
