mre_0.5;mre_0.65;delta_mre;n_features_0.5;n_features_0.65;features_0.5;features_0.65;better
0.0923246040453118;0.0827895461812825;0.009535057864029306;7;7;initplan_count, subplan_count, Index_Scan_cnt, max_tree_depth, jit_functions, Aggregate_cnt, sort_key_columns;initplan_count, subplan_count, Index_Scan_cnt, op_count, Seq_Scan_rows, Index_Only_Scan_cnt, jit_functions;nu=0.65
